Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,org.java_websocket.drafts,Draft_6455Test,postProcessHandshakeResponseAsServer,Long Statement,The length of the statement "draft_6455=new Draft_6455(Collections.<IExtension>emptyList()`Collections.<IProtocol>singletonList(new Protocol("chat")));" is 122.,428
.,org.java_websocket.exceptions,IncompleteExceptionTest,testConstructor,Magic Number,The method contains a magic number: 42,37
.,org.java_websocket.exceptions,IncompleteExceptionTest,testConstructor,Magic Number,The method contains a magic number: 42,37
.,org.java_websocket.exceptions,IncompleteHandshakeExceptionTest,testConstructor,Magic Number,The method contains a magic number: 42,37
.,org.java_websocket.exceptions,IncompleteHandshakeExceptionTest,testConstructor,Magic Number,The method contains a magic number: 42,37
.,org.java_websocket.exceptions,InvalidDataExceptionTest,testConstructor,Magic Number,The method contains a magic number: 42,37
.,org.java_websocket.exceptions,InvalidDataExceptionTest,testConstructor,Magic Number,The method contains a magic number: 42,37
.,org.java_websocket.exceptions,InvalidDataExceptionTest,testConstructor,Magic Number,The method contains a magic number: 42,37
.,org.java_websocket.exceptions,InvalidDataExceptionTest,testConstructor,Magic Number,The method contains a magic number: 42,37
.,org.java_websocket.exceptions,InvalidDataExceptionTest,testConstructor,Magic Number,The method contains a magic number: 42,37
.,org.java_websocket.exceptions,InvalidDataExceptionTest,testConstructor,Magic Number,The method contains a magic number: 42,37
.,org.java_websocket.exceptions,InvalidDataExceptionTest,testConstructor,Magic Number,The method contains a magic number: 42,37
.,org.java_websocket.exceptions,InvalidDataExceptionTest,testConstructor,Magic Number,The method contains a magic number: 42,37
.,org.java_websocket.exceptions,InvalidEncodingExceptionTest,testConstructor,Empty catch clause,The method has an empty catch block.,39
.,org.java_websocket.exceptions,InvalidEncodingExceptionTest,testConstructor,Long Statement,The length of the statement "assertEquals("The argument has to be the provided exception"`unsupportedEncodingException`invalidEncodingException.getEncodingException());" is 139.,39
.,org.java_websocket.exceptions,InvalidFrameExceptionTest,testExtends,Long Statement,The length of the statement "assertEquals("InvalidFrameException must extend InvalidDataException"`true`invalidFrameException instanceof InvalidDataException);" is 130.,61
.,org.java_websocket.exceptions,InvalidHandshakeExceptionTest,testConstructor,Long Statement,The length of the statement "assertEquals("The close code has to be PROTOCOL_ERROR"`CloseFrame.PROTOCOL_ERROR`invalidHandshakeException.getCloseCode());" is 123.,38
.,org.java_websocket.exceptions,InvalidHandshakeExceptionTest,testConstructor,Long Statement,The length of the statement "assertEquals("The close code has to be PROTOCOL_ERROR"`CloseFrame.PROTOCOL_ERROR`invalidHandshakeException.getCloseCode());" is 123.,38
.,org.java_websocket.exceptions,InvalidHandshakeExceptionTest,testConstructor,Long Statement,The length of the statement "assertEquals("The close code has to be PROTOCOL_ERROR"`CloseFrame.PROTOCOL_ERROR`invalidHandshakeException.getCloseCode());" is 123.,38
.,org.java_websocket.exceptions,InvalidHandshakeExceptionTest,testConstructor,Long Statement,The length of the statement "assertEquals("The close code has to be PROTOCOL_ERROR"`CloseFrame.PROTOCOL_ERROR`invalidHandshakeException.getCloseCode());" is 123.,38
.,org.java_websocket.exceptions,InvalidHandshakeExceptionTest,testExtends,Long Statement,The length of the statement "assertEquals("InvalidHandshakeException must extend InvalidDataException"`true`invalidHandshakeException instanceof InvalidDataException);" is 138.,62
.,org.java_websocket.exceptions,LimitExceededExceptionTest,testExtends,Long Statement,The length of the statement "assertEquals("LimitExceededException must extend InvalidDataException"`true`limitExceededException instanceof InvalidDataException);" is 132.,51
.,org.java_websocket.exceptions,WebsocketNotConnectedExceptionTest,testConstructor,Long Identifier,The length of the identifier websocketNotConnectedException is 30.,37
.,org.java_websocket.extensions,CompressionExtension,isFrameValid,Complex Conditional,The conditional expression (inputFrame instanceof DataFrame) && (inputFrame.isRSV2() || inputFrame.isRSV3()) is complex.,41
.,org.java_websocket.extensions,CompressionExtension,isFrameValid,Complex Conditional,The conditional expression (inputFrame instanceof ControlFrame) && (inputFrame.isRSV1() || inputFrame.isRSV2() || inputFrame.isRSV3()) is complex.,41
.,org.java_websocket.extensions,CompressionExtension,isFrameValid,Long Statement,The length of the statement "throw new InvalidFrameException("bad rsv RSV1: " + inputFrame.isRSV1() + " RSV2: "+ inputFrame.isRSV2()+ " RSV3: "+ inputFrame.isRSV3());" is 137.,41
.,org.java_websocket.extensions,CompressionExtension,isFrameValid,Long Statement,The length of the statement "throw new InvalidFrameException("bad rsv RSV1: " + inputFrame.isRSV1() + " RSV2: "+ inputFrame.isRSV2()+ " RSV3: "+ inputFrame.isRSV3());" is 137.,41
.,org.java_websocket.extensions,DefaultExtension,isFrameValid,Complex Conditional,The conditional expression inputFrame.isRSV1() || inputFrame.isRSV2() || inputFrame.isRSV3() is complex.,61
.,org.java_websocket.extensions,DefaultExtension,isFrameValid,Long Statement,The length of the statement "throw new InvalidFrameException("bad rsv RSV1: " + inputFrame.isRSV1() + " RSV2: "+ inputFrame.isRSV2()+ " RSV3: "+ inputFrame.isRSV3());" is 137.,61
.,org.java_websocket.extensions,ExtensionRequestData,parseExtensionRequest,Complex Conditional,The conditional expression (tempValue.startsWith("\"") && tempValue.endsWith("\"")) || (tempValue.startsWith("'") && tempValue.endsWith("'")) && tempValue.length() > 2 is complex.,17
.,org.java_websocket.extensions,ExtensionRequestData,parseExtensionRequest,Long Statement,The length of the statement "if ((tempValue.startsWith("\"") && tempValue.endsWith("\"")) || (tempValue.startsWith("'") && tempValue.endsWith("'")) && tempValue.length() > 2) {" is 147.,17
.,org.java_websocket.extensions,ExtensionRequestData,parseExtensionRequest,Magic Number,The method contains a magic number: 2,17
.,org.java_websocket.extensions,CompressionExtensionTest,testIsFrameValid,Empty catch clause,The method has an empty catch block.,12
.,org.java_websocket.extensions,CompressionExtensionTest,testIsFrameValid,Empty catch clause,The method has an empty catch block.,12
.,org.java_websocket.extensions,CompressionExtensionTest,testIsFrameValid,Empty catch clause,The method has an empty catch block.,12
.,org.java_websocket.extensions,CompressionExtensionTest,testIsFrameValid,Empty catch clause,The method has an empty catch block.,12
.,org.java_websocket.extensions,CompressionExtensionTest,testIsFrameValid,Empty catch clause,The method has an empty catch block.,12
.,org.java_websocket.extensions,DefaultExtensionTest,testIsFrameValid,Empty catch clause,The method has an empty catch block.,78
.,org.java_websocket.extensions,DefaultExtensionTest,testIsFrameValid,Empty catch clause,The method has an empty catch block.,78
.,org.java_websocket.extensions,DefaultExtensionTest,testIsFrameValid,Empty catch clause,The method has an empty catch block.,78
.,org.java_websocket.extensions,PerMessageDeflateExtensionTest,testDecodeFrame,Long Statement,The length of the statement "String str="This is a highly compressable text" + "This is a highly compressable text" + "This is a highly compressable text"+ "This is a highly compressable text"+ "This is a highly compressable text";" is 202.,21
.,org.java_websocket.extensions,PerMessageDeflateExtensionTest,testDecodeFrameIfRSVIsNotSet,Long Statement,The length of the statement "String str="This is a highly compressable text" + "This is a highly compressable text" + "This is a highly compressable text"+ "This is a highly compressable text"+ "This is a highly compressable text";" is 202.,38
.,org.java_websocket.extensions,PerMessageDeflateExtensionTest,testEncodeFrame,Long Statement,The length of the statement "String str="This is a highly compressable text" + "This is a highly compressable text" + "This is a highly compressable text"+ "This is a highly compressable text"+ "This is a highly compressable text";" is 202.,54
.,org.java_websocket.extensions,PerMessageDeflateExtensionTest,testEncodeFrameBelowThreshold,Magic Number,The method contains a magic number: 11,69
.,org.java_websocket.extensions,PerMessageDeflateExtensionTest,testIsFrameValid,Empty catch clause,The method has an empty catch block.,107
.,org.java_websocket.extensions,PerMessageDeflateExtensionTest,testIsFrameValid,Empty catch clause,The method has an empty catch block.,107
.,org.java_websocket.extensions,PerMessageDeflateExtensionTest,testGetProvidedExtensionAsClient,Long Statement,The length of the statement "assertEquals("permessage-deflate; server_no_context_takeover; client_no_context_takeover"`deflateExtension.getProvidedExtensionAsClient());" is 139.,145
.,org.java_websocket.extensions.permessage_deflate,PerMessageDeflateExtension,encodeFrame,Complex Method,Cyclomatic complexity of the method is 8,205
.,org.java_websocket.extensions.permessage_deflate,PerMessageDeflateExtension,encodeFrame,Magic Number,The method contains a magic number: 1024,205
.,org.java_websocket.extensions.permessage_deflate,PerMessageDeflateExtension,endsWithTail,Magic Number,The method contains a magic number: 4,256
.,org.java_websocket.extensions.permessage_deflate,PerMessageDeflateExtension,getProvidedExtensionAsServer,Long Statement,The length of the statement "return EXTENSION_REGISTERED_NAME + "; " + SERVER_NO_CONTEXT_TAKEOVER+ (clientNoContextTakeover ? "; " + CLIENT_NO_CONTEXT_TAKEOVER : "");" is 137.,324
.,org.java_websocket.extensions.permessage_deflate,PerMessageDeflateExtension,isFrameValid,Complex Conditional,The conditional expression (inputFrame instanceof ContinuousFrame) && (inputFrame.isRSV1() || inputFrame.isRSV2() || inputFrame.isRSV3()) is complex.,336
.,org.java_websocket.extensions.permessage_deflate,PerMessageDeflateExtension,isFrameValid,Long Statement,The length of the statement "throw new InvalidFrameException("bad rsv RSV1: " + inputFrame.isRSV1() + " RSV2: "+ inputFrame.isRSV2()+ " RSV3: "+ inputFrame.isRSV3());" is 137.,336
.,org.java_websocket.framing,CloseFrame,isValid,Complex Conditional,The conditional expression code == CloseFrame.ABNORMAL_CLOSE || code == CloseFrame.TLS_ERROR || code == CloseFrame.NOCODE || code > 4999 || code < 1000 || code == 1004 is complex.,225
.,org.java_websocket.framing,CloseFrame,isValid,Long Statement,The length of the statement "if (code == CloseFrame.ABNORMAL_CLOSE || code == CloseFrame.TLS_ERROR || code == CloseFrame.NOCODE || code > 4999 || code < 1000 || code == 1004) {" is 147.,225
.,org.java_websocket.framing,CloseFrame,isValid,Magic Number,The method contains a magic number: 3000,225
.,org.java_websocket.framing,CloseFrame,isValid,Magic Number,The method contains a magic number: 4999,225
.,org.java_websocket.framing,CloseFrame,isValid,Magic Number,The method contains a magic number: 1000,225
.,org.java_websocket.framing,CloseFrame,isValid,Magic Number,The method contains a magic number: 1004,225
.,org.java_websocket.framing,CloseFrame,setPayload,Magic Number,The method contains a magic number: 2,245
.,org.java_websocket.framing,CloseFrame,setPayload,Magic Number,The method contains a magic number: 4,245
.,org.java_websocket.framing,CloseFrame,setPayload,Magic Number,The method contains a magic number: 2,245
.,org.java_websocket.framing,CloseFrame,validateUtf8,Magic Number,The method contains a magic number: 2,273
.,org.java_websocket.framing,CloseFrame,updatePayload,Magic Number,The method contains a magic number: 4,291
.,org.java_websocket.framing,CloseFrame,updatePayload,Magic Number,The method contains a magic number: 2,291
.,org.java_websocket.framing,CloseFrame,updatePayload,Magic Number,The method contains a magic number: 2,291
.,org.java_websocket.framing,CloseFrame,hashCode,Magic Number,The method contains a magic number: 31,334
.,org.java_websocket.framing,CloseFrame,hashCode,Magic Number,The method contains a magic number: 31,334
.,org.java_websocket.framing,FramedataImpl1,toString,Long Statement,The length of the statement "return "Framedata{ opcode:" + getOpcode() + "` fin:"+ isFin()+ "` rsv1:"+ isRSV1()+ "` rsv2:"+ isRSV2()+ "` rsv3:"+ isRSV3()+ "` payload length:[pos:"+ unmaskedpayload.position()+ "` len:"+ unmaskedpayload.remaining()+ "]` payload:"+ (unmaskedpayload.remaining() > 1000 ? "(too big to display)" : new String(unmaskedpayload.array()))+ '}';" is 339.,159
.,org.java_websocket.framing,FramedataImpl1,toString,Magic Number,The method contains a magic number: 1000,159
